city,state_id,state_name,lat,lng,population
Atwood,TN,Tennessee,35.9747,-88.6689,919
Sharon,TN,Tennessee,36.2349,-88.8252,917
Tellico Plains,TN,Tennessee,35.3665,-84.2982,909
Friendsville,TN,Tennessee,35.7563,-84.1319,903
Lobelville,TN,Tennessee,35.7507,-87.7958,888
Decaturville,TN,Tennessee,35.582,-88.1195,862
Rockford,TN,Tennessee,35.8328,-83.9357,852
Huntland,TN,Tennessee,35.0579,-86.2689,844
Trezevant,TN,Tennessee,36.011,-88.6205,838
Coalmont,TN,Tennessee,35.3458,-85.7113,834
Mooresburg,TN,Tennessee,36.3531,-83.2362,832
St. Joseph,TN,Tennessee,35.033,-87.5008,829
Clarkrange,TN,Tennessee,36.1857,-85.0096,818
Petros,TN,Tennessee,36.1028,-84.4503,812
Ooltewah,TN,Tennessee,35.0723,-85.0546,786
Byrdstown,TN,Tennessee,36.5737,-85.1342,783
Eagleville,TN,Tennessee,35.7391,-86.6528,763
Crab Orchard,TN,Tennessee,35.9066,-84.8847,751
Niota,TN,Tennessee,35.517,-84.5497,733
Philadelphia,TN,Tennessee,35.679,-84.4,729
Bethel Springs,TN,Tennessee,35.2341,-88.6131,727
Morrison,TN,Tennessee,35.6048,-85.9117,722
Bulls Gap,TN,Tennessee,36.2616,-83.0788,721
Lakewood Park,TN,Tennessee,35.6482,-86.1357,714
Eastview,TN,Tennessee,35.0877,-88.5517,707
Charleston,TN,Tennessee,35.2863,-84.7611,697
Wartrace,TN,Tennessee,35.5253,-86.3301,695
Hollow Rock,TN,Tennessee,36.0355,-88.274,679
Adams,TN,Tennessee,36.5826,-87.0634,671
Palmer,TN,Tennessee,35.3576,-85.5656,668
Friendship,TN,Tennessee,35.9084,-89.2414,664
Puryear,TN,Tennessee,36.4413,-88.3324,663
Maury City,TN,Tennessee,35.8145,-89.2239,659
Gallaway,TN,Tennessee,35.3274,-89.6066,647
Flintville,TN,Tennessee,35.0601,-86.4164,640
Middleton,TN,Tennessee,35.0593,-88.8901,635
Allardt,TN,Tennessee,36.3811,-84.8814,627
Michie,TN,Tennessee,35.0605,-88.4257,625
Gates,TN,Tennessee,35.8407,-89.4081,612
Trimble,TN,Tennessee,36.202,-89.188,611
Chesterfield,TN,Tennessee,35.6467,-88.27,606
Summertown,TN,Tennessee,35.4344,-87.3084,598
Doyle,TN,Tennessee,35.8552,-85.512,577
Pittman Center,TN,Tennessee,35.7595,-83.3886,570
Petersburg,TN,Tennessee,35.3173,-86.6407,568
Andersonville,TN,Tennessee,36.197,-84.033,559
Moscow,TN,Tennessee,35.0611,-89.3893,557
Pleasant Hill,TN,Tennessee,35.9767,-85.1996,556
Bell Buckle,TN,Tennessee,35.59,-86.353,543
Saltillo,TN,Tennessee,35.3822,-88.2393,538
Castalian Springs,TN,Tennessee,36.4012,-86.3068,536
Baneberry,TN,Tennessee,36.0465,-83.2783,534
Minor Hill,TN,Tennessee,35.0424,-87.1653,531
Elkton,TN,Tennessee,35.0616,-86.897,524
Big Sandy,TN,Tennessee,36.2325,-88.0854,521
Sunbright,TN,Tennessee,36.2428,-84.6801,519
Berry Hill,TN,Tennessee,36.1196,-86.7673,508
Wrigley,TN,Tennessee,35.8997,-87.3537,503
Calhoun,TN,Tennessee,35.2979,-84.7454,500
Cumberland Gap,TN,Tennessee,36.5974,-83.6659,490
Ethridge,TN,Tennessee,35.3218,-87.3013,486
Hornbeak,TN,Tennessee,36.3352,-89.2983,470
Ducktown,TN,Tennessee,35.036,-84.3848,467
Gadsden,TN,Tennessee,35.7767,-88.9861,464
Townsend,TN,Tennessee,35.6763,-83.7528,462
Beersheba Springs,TN,Tennessee,35.4589,-85.6688,460
Gilt Edge,TN,Tennessee,35.5336,-89.8303,455
Baileyton,TN,Tennessee,36.3304,-82.8292,451
Henry,TN,Tennessee,36.2001,-88.4111,447
Ridgeside,TN,Tennessee,35.0349,-85.2469,441
Guys,TN,Tennessee,35.0191,-88.5427,435
Vanleer,TN,Tennessee,36.2381,-87.4466,422
Stanton,TN,Tennessee,35.4613,-89.4013,420
Burlison,TN,Tennessee,35.5569,-89.7847,410
Dowelltown,TN,Tennessee,36.0125,-85.9427,402
Fairgarden,TN,Tennessee,35.8915,-83.4108,400
Gibson,TN,Tennessee,35.8743,-88.8439,386
Sardis,TN,Tennessee,35.4424,-88.2913,382
Clarksburg,TN,Tennessee,35.8668,-88.3932,379
Williston,TN,Tennessee,35.1585,-89.3754,377
Watauga,TN,Tennessee,36.3688,-82.2919,374
Woodland Mills,TN,Tennessee,36.4767,-89.1105,357
Cottontown,TN,Tennessee,36.449,-86.5336,354
New Deal,TN,Tennessee,36.5139,-86.5629,354
Toone,TN,Tennessee,35.3565,-88.9542,334
Liberty,TN,Tennessee,36.0045,-85.9779,330
McLemoresville,TN,Tennessee,35.9863,-88.5801,326
Pelham,TN,Tennessee,35.3342,-85.8703,323
Copperhill,TN,Tennessee,34.9951,-84.3748,321
Bethpage,TN,Tennessee,36.4844,-86.3085,320
Parker's Crossroads,TN,Tennessee,35.7894,-88.3906,313
Cedar Hill,TN,Tennessee,36.5512,-87.001,312
Rives,TN,Tennessee,36.3561,-89.0496,311
Flat Top Mountain,TN,Tennessee,35.3319,-85.2,308
Cumberland City,TN,Tennessee,36.3828,-87.6403,307
Lynnville,TN,Tennessee,35.3781,-87.0054,305
Elgin,TN,Tennessee,36.3285,-84.6091,303
Garland,TN,Tennessee,35.5818,-89.7526,298
Ramer,TN,Tennessee,35.0719,-88.6175,296
Parrottsville,TN,Tennessee,36.0082,-83.0915,293
Finger,TN,Tennessee,35.357,-88.6169,288
Walland,TN,Tennessee,35.732,-83.8069,272
Grand Junction,TN,Tennessee,35.05,-89.1889,271
Auburntown,TN,Tennessee,35.951,-86.097,266
Milledgeville,TN,Tennessee,35.3776,-88.3661,264
Braden,TN,Tennessee,35.3685,-89.5718,263
Hornsby,TN,Tennessee,35.2285,-88.8294,262
Stantonville,TN,Tennessee,35.1569,-88.4302,261
Yorkville,TN,Tennessee,36.0976,-89.1184,255
Centertown,TN,Tennessee,35.7251,-85.9197,253
Hillsboro,TN,Tennessee,35.4085,-85.9639,251
Fairfield,TN,Tennessee,36.6209,-86.3426,245
Walterhill,TN,Tennessee,35.9573,-86.3678,233
Iron City,TN,Tennessee,35.0227,-87.5855,222
Bransford,TN,Tennessee,36.5133,-86.2853,220
Oakdale,TN,Tennessee,35.9896,-84.5573,207
Graball,TN,Tennessee,36.4837,-86.4396,206
Slayden,TN,Tennessee,36.2913,-87.4656,205
Samburg,TN,Tennessee,36.3823,-89.3533,201
Darden,TN,Tennessee,35.6384,-88.2261,197
Mitchellville,TN,Tennessee,36.6344,-86.54,196
Enville,TN,Tennessee,35.3911,-88.4303,192
Medon,TN,Tennessee,35.4556,-88.8636,183
Robbins,TN,Tennessee,36.3536,-84.5839,178
Normandy,TN,Tennessee,35.4523,-86.2582,147
Viola,TN,Tennessee,35.5387,-85.8606,138
Bowman,TN,Tennessee,36.0586,-85.0305,133
La Grange,TN,Tennessee,35.0477,-89.2408,132
Orme,TN,Tennessee,35.0147,-85.8048,110
Silerton,TN,Tennessee,35.3424,-88.8099,99
Eva,TN,Tennessee,36.0687,-88.0082,93
Hickory Valley,TN,Tennessee,35.155,-89.126,93
Saulsbury,TN,Tennessee,35.0489,-89.0883,91
Cottage Grove,TN,Tennessee,36.3781,-88.4789,86
Dallas,TX,Texas,32.7936,-96.7662,5743938
Houston,TX,Texas,29.7863,-95.3889,5464251
San Antonio,TX,Texas,29.4658,-98.5253,2049293
Austin,TX,Texas,30.3004,-97.7522,1687311
Fort Worth,TX,Texas,32.7811,-97.3473,909585
El Paso,TX,Texas,31.8479,-106.4309,843386
McAllen,TX,Texas,26.2273,-98.2471,804114
Denton,TX,Texas,33.2176,-97.1419,457177
Arlington,TX,Texas,32.6998,-97.125,398854
Corpus Christi,TX,Texas,27.726,-97.3755,342464
Plano,TX,Texas,33.0502,-96.7487,287677
Lubbock,TX,Texas,33.5659,-101.8878,267648
Laredo,TX,Texas,27.5629,-99.4875,262079
McKinney,TX,Texas,33.2015,-96.6669,258277
Killeen,TX,Texas,31.0754,-97.7296,258009
Garland,TX,Texas,32.91,-96.6305,239928
Irving,TX,Texas,32.8584,-96.9702,239798
Brownsville,TX,Texas,25.998,-97.4565,227239
College Station,TX,Texas,30.5852,-96.296,215243
Amarillo,TX,Texas,35.1988,-101.8311,205603
Frisco,TX,Texas,33.1555,-96.8215,200490
Grand Prairie,TX,Texas,32.6872,-97.0209,194543
Waco,TX,Texas,31.5598,-97.1881,192315
Odessa,TX,Texas,31.8831,-102.3406,155998
Midland,TX,Texas,32.0249,-102.1137,154793
Port Arthur,TX,Texas,29.8554,-93.9264,154468
Pasadena,TX,Texas,29.6583,-95.1499,151227
Beaumont,TX,Texas,30.0849,-94.1451,146091
Tyler,TX,Texas,32.3184,-95.3062,143796
Mesquite,TX,Texas,32.7623,-96.5889,140937
Carrollton,TX,Texas,32.989,-96.8999,139248
Harlingen,TX,Texas,26.1917,-97.6976,136037
Round Rock,TX,Texas,30.5254,-97.666,133372
Pearland,TX,Texas,29.5585,-95.3215,122460
Richardson,TX,Texas,32.9717,-96.7093,121323
Sugar Land,TX,Texas,29.5935,-95.6357,118488
Texas City,TX,Texas,29.4128,-94.9658,118169
Abilene,TX,Texas,32.4543,-99.7384,116412
The Woodlands,TX,Texas,30.1738,-95.5134,109843
Lewisville,TX,Texas,33.0452,-96.9823,109212
League City,TX,Texas,29.4873,-95.1087,107536
Temple,TX,Texas,31.1076,-97.3894,107258
Allen,TX,Texas,33.1088,-96.6735,105623
Edinburg,TX,Texas,26.3197,-98.1596,101170
San Angelo,TX,Texas,31.4424,-100.4506,100773
Longview,TX,Texas,32.5193,-94.7621,100330
Wichita Falls,TX,Texas,33.9072,-98.5291,99557
Conroe,TX,Texas,30.3239,-95.4825,91079
New Braunfels,TX,Texas,29.6994,-98.1148,90209
Bryan,TX,Texas,30.6657,-96.3668,86276
Mission,TX,Texas,26.2041,-98.3251,84331
Georgetown,TX,Texas,30.6668,-97.6953,79604
Cedar Park,TX,Texas,30.5106,-97.8196,79462
Flower Mound,TX,Texas,33.0344,-97.1146,79135
Pharr,TX,Texas,26.1685,-98.1904,79112
Atascocita,TX,Texas,29.9777,-95.1953,79019
Texarkana,TX,Texas,33.4487,-94.0815,77964
Baytown,TX,Texas,29.7586,-94.9669,77192
San Marcos,TX,Texas,29.8736,-97.9381,76218
Lake Jackson,TX,Texas,29.0516,-95.4522,75860
Missouri City,TX,Texas,29.563,-95.5365,75457
Mansfield,TX,Texas,32.569,-97.1211,72419
Sherman,TX,Texas,33.6274,-96.6218,70704
North Richland Hills,TX,Texas,32.8605,-97.218,70670
Victoria,TX,Texas,28.8285,-96.985,68078
Rowlett,TX,Texas,32.9157,-96.5488,67339
Pflugerville,TX,Texas,30.452,-97.6022,65380
Leander,TX,Texas,30.5728,-97.8618,62608
Spring,TX,Texas,30.0613,-95.383,58756
Euless,TX,Texas,32.8508,-97.0799,57197
Eagle Pass,TX,Texas,28.7125,-100.484,55686
Grapevine,TX,Texas,32.9343,-97.0744,55281
Little Elm,TX,Texas,33.1856,-96.929,53126
Wylie,TX,Texas,33.0362,-96.5161,53067
DeSoto,TX,Texas,32.5992,-96.8633,52988
Forney,TX,Texas,32.744,-96.4529,50251
Bedford,TX,Texas,32.8464,-97.135,49049
Rio Grande City,TX,Texas,26.3808,-98.8215,48610
Kyle,TX,Texas,29.9937,-97.8859,48393
Burleson,TX,Texas,32.517,-97.3343,48225
Farmers Branch,TX,Texas,32.9272,-96.8804,48158
Cedar Hill,TX,Texas,32.581,-96.9591,47930
Keller,TX,Texas,32.9337,-97.2255,47213
Galveston,TX,Texas,29.2487,-94.891,46514
Weatherford,TX,Texas,32.7536,-97.7723,46268
Rockwall,TX,Texas,32.9169,-96.4377,45888
Lufkin,TX,Texas,31.3217,-94.7277,44867
The Colony,TX,Texas,33.0925,-96.8977,44438
Del Rio,TX,Texas,29.3708,-100.88,44121
Haltom City,TX,Texas,32.8176,-97.2707,43874
Schertz,TX,Texas,29.5649,-98.2537,42042
Channelview,TX,Texas,29.7914,-95.1145,41930
Weslaco,TX,Texas,26.1648,-97.9898,41629
Coppell,TX,Texas,32.9638,-96.9905,41421
Huntsville,TX,Texas,30.705,-95.5544,40466
Friendswood,TX,Texas,29.5111,-95.1979,40290
Mission Bend,TX,Texas,29.6948,-95.6657,39291
Lancaster,TX,Texas,32.5922,-96.7737,39228
Duncanville,TX,Texas,32.646,-96.9127,38751
Hurst,TX,Texas,32.8353,-97.1808,38655
Rosenberg,TX,Texas,29.546,-95.822,38307
Granbury,TX,Texas,32.4484,-97.7685,37996
Waxahachie,TX,Texas,32.4032,-96.8444,37988
Cleburne,TX,Texas,32.357,-97.4152,37468
San Juan,TX,Texas,26.1903,-98.152,37008
La Porte,TX,Texas,29.6689,-95.0484,34976
Nacogdoches,TX,Texas,31.6134,-94.6528,34420
Socorro,TX,Texas,31.6384,-106.2601,34370
Midlothian,TX,Texas,32.4668,-96.9892,33532
Deer Park,TX,Texas,29.6898,-95.1151,33474
Copperas Cove,TX,Texas,31.1192,-97.914,33235
Harker Heights,TX,Texas,31.0572,-97.6445,32421
Southlake,TX,Texas,32.9545,-97.1503,32376
Cibolo,TX,Texas,29.5639,-98.2123,31281
Kerrville,TX,Texas,30.0398,-99.132,30623
Big Spring,TX,Texas,32.2387,-101.4802,28913
Seguin,TX,Texas,29.5889,-97.9671,28735
Converse,TX,Texas,29.5091,-98.3084,28171
Hutto,TX,Texas,30.5373,-97.5516,27947
Colleyville,TX,Texas,32.8913,-97.1486,27091
Alvin,TX,Texas,29.3871,-95.2933,26723
West Odessa,TX,Texas,31.8388,-102.4996,26278
Greenville,TX,Texas,33.1116,-96.1098,26261
Sachse,TX,Texas,32.9726,-96.5793,26046
Paris,TX,Texas,33.6688,-95.546,26010
Timberwood Park,TX,Texas,29.6994,-98.4838,25976
Denison,TX,Texas,33.7672,-96.5807,25529
Fort Hood,TX,Texas,31.1345,-97.7797,25365
Kingsville,TX,Texas,27.5094,-97.8611,25120
Canyon Lake,TX,Texas,29.8761,-98.2611,25104
Balch Springs,TX,Texas,32.7194,-96.6151,25007
University Park,TX,Texas,32.8506,-96.7937,24985
Cloverleaf,TX,Texas,29.7882,-95.1724,24953
Fresno,TX,Texas,29.5358,-95.4696,24607
Prosper,TX,Texas,33.2394,-96.8087,24579
Watauga,TX,Texas,32.8718,-97.2515,24481
Saginaw,TX,Texas,32.8657,-97.3654,24310
San Benito,TX,Texas,26.1298,-97.644,24243
Benbrook,TX,Texas,32.6787,-97.4638,23502
Plainview,TX,Texas,34.1911,-101.7234,23424
Belton,TX,Texas,31.0525,-97.479,22885
Corsicana,TX,Texas,32.0824,-96.4665,22728
Corinth,TX,Texas,33.1435,-97.0681,22099
Brownwood,TX,Texas,31.7127,-98.9767,21729
Katy,TX,Texas,29.7904,-95.8353,21729
Marshall,TX,Texas,32.537,-94.3515,21331
Dickinson,TX,Texas,29.4546,-95.0583,21129
Universal City,TX,Texas,29.5521,-98.3074,20890
Stephenville,TX,Texas,32.2148,-98.2205,20841
Alice,TX,Texas,27.7556,-98.0653,20510
Murphy,TX,Texas,33.0186,-96.6105,20500
Ennis,TX,Texas,32.3255,-96.635,20077
Brushy Creek,TX,Texas,30.5125,-97.7388,20024
Alamo,TX,Texas,26.1811,-98.1177,19910
Rockport,TX,Texas,28.029,-97.0722,19743
Horizon City,TX,Texas,31.6799,-106.1903,19642
Anna,TX,Texas,33.347,-96.5503,19541
Angleton,TX,Texas,29.1718,-95.4291,19431
Bellaire,TX,Texas,29.704,-95.4622,18971
Port Isabel,TX,Texas,26.054,-97.2505,18686
Bay City,TX,Texas,28.9838,-95.9601,18661
Uvalde,TX,Texas,29.2153,-99.7782,18406
Kilgore,TX,Texas,32.3979,-94.8603,18265
Palestine,TX,Texas,31.7544,-95.6471,18243
Boerne,TX,Texas,29.7844,-98.7289,18225
Orange,TX,Texas,30.121,-93.7616,18118
Alton,TX,Texas,26.2884,-98.3098,18105
Beeville,TX,Texas,28.4059,-97.7494,18068
Ingleside,TX,Texas,27.87,-97.2077,17940
White Settlement,TX,Texas,32.7554,-97.4605,17851
Brenham,TX,Texas,30.1585,-96.3964,17823
Terrell,TX,Texas,32.7341,-96.2939,17696
South Houston,TX,Texas,29.6611,-95.2285,17438
Nederland,TX,Texas,29.9707,-94.0015,17371
Stafford,TX,Texas,29.6271,-95.5653,17362
La Marque,TX,Texas,29.369,-94.9957,17319
Portland,TX,Texas,27.8911,-97.3284,17268
Pampa,TX,Texas,35.5479,-100.9651,17230
Bastrop,TX,Texas,30.1118,-97.3257,17120
Sienna Plantation,TX,Texas,29.4834,-95.5065,16996
Cinco Ranch,TX,Texas,29.7395,-95.7607,16977
Buda,TX,Texas,30.0856,-97.8472,16906
Seagoville,TX,Texas,32.653,-96.5455,16861
Highland Village,TX,Texas,33.0897,-97.0615,16668
Pecan Grove,TX,Texas,29.6235,-95.7331,16651
Gainesville,TX,Texas,33.6391,-97.1488,16615
Mercedes,TX,Texas,26.1533,-97.9129,16604
Taylor,TX,Texas,30.5743,-97.4234,16519
Live Oak,TX,Texas,29.5545,-98.3404,16499
Crowley,TX,Texas,32.5781,-97.3585,16460
Mount Pleasant,TX,Texas,33.1613,-94.9717,16412
Donna,TX,Texas,26.1467,-98.0559,16338
Celina,TX,Texas,33.3188,-96.7865,16299
Gun Barrel City,TX,Texas,32.3277,-96.1287,16292
Addison,TX,Texas,32.959,-96.8355,16263
Canyon,TX,Texas,34.9877,-101.9178,16109
Lakeway,TX,Texas,30.3547,-97.9854,15981
Humble,TX,Texas,29.9921,-95.2655,15824
Aldine,TX,Texas,29.9122,-95.3785,15822
Andrews,TX,Texas,32.3208,-102.552,15708
Fate,TX,Texas,32.9429,-96.3858,15603
West University Place,TX,Texas,29.7157,-95.4321,15585
Groves,TX,Texas,29.9457,-93.9164,15480
Hereford,TX,Texas,34.8232,-102.4001,15164
Pleasanton,TX,Texas,28.9643,-98.4957,15148
Hewitt,TX,Texas,31.452,-97.196,14937
Sulphur Springs,TX,Texas,33.1421,-95.6124,14916
Royse City,TX,Texas,32.9762,-96.3175,14702
Manor,TX,Texas,30.3562,-97.5228,14642
Mineral Wells,TX,Texas,32.8169,-98.0776,14597
Henderson,TX,Texas,32.1576,-94.796,14569
Jacksonville,TX,Texas,31.9642,-95.2617,14337
Hidalgo,TX,Texas,26.109,-98.2463,14183
Seabrook,TX,Texas,29.5751,-95.0236,14149
Pecos,TX,Texas,31.4046,-103.5057,14040
Dayton,TX,Texas,30.0292,-94.9038,13987
Raymondville,TX,Texas,26.4759,-97.7769,13963
Dumas,TX,Texas,35.8613,-101.9642,13963
Fulshear,TX,Texas,29.693,-95.8792,13914
Princeton,TX,Texas,33.1778,-96.5044,13894
Levelland,TX,Texas,33.5806,-102.3636,13755
Lockhart,TX,Texas,29.8785,-97.6831,13731
Rendon,TX,Texas,32.5789,-97.235,13616
Red Oak,TX,Texas,32.5207,-96.7864,13464
Santa Fe,TX,Texas,29.3892,-95.1005,13449
Lindale,TX,Texas,32.4934,-95.4069,13442
Glenn Heights,TX,Texas,32.5506,-96.8548,13377
Azle,TX,Texas,32.8955,-97.5379,13351
Lumberton,TX,Texas,30.2562,-94.2071,13073
Forest Hill,TX,Texas,32.6619,-97.2662,12988
Elgin,TX,Texas,30.352,-97.3879,12733
Borger,TX,Texas,35.6598,-101.4012,12718
Manvel,TX,Texas,29.4793,-95.3659,12671
Port Neches,TX,Texas,29.9765,-93.946,12655
Richmond,TX,Texas,29.5825,-95.7602,12578
Fredericksburg,TX,Texas,30.2661,-98.8749,12567
Four Corners,TX,Texas,29.6705,-95.6596,12465
Trophy Club,TX,Texas,33.0038,-97.1897,12451
Leon Valley,TX,Texas,29.4954,-98.6143,12306
Wells Branch,TX,Texas,30.4432,-97.6792,12227
Athens,TX,Texas,32.2041,-95.8321,12210
Freeport,TX,Texas,28.9454,-95.3601,12136
Melissa,TX,Texas,33.2891,-96.5573,12117
La Homa,TX,Texas,26.2773,-98.3579,12054
Gatesville,TX,Texas,31.4419,-97.7351,12053
Robinson,TX,Texas,31.4501,-97.1201,11926
Tomball,TX,Texas,30.0951,-95.6194,11778
Robstown,TX,Texas,27.7886,-97.6685,11755
Clute,TX,Texas,29.0256,-95.3975,11690
El Campo,TX,Texas,29.1987,-96.2724,11655
Roma,TX,Texas,26.4166,-99.006,11490
Webster,TX,Texas,29.5317,-95.1188,11451
Port Lavaca,TX,Texas,28.6181,-96.6278,11436
Snyder,TX,Texas,32.7133,-100.9113,11371
Lamesa,TX,Texas,32.7333,-101.9542,11241
Selma,TX,Texas,29.5866,-98.3133,11132
Pearsall,TX,Texas,28.8885,-99.0988,10973
Galena Park,TX,Texas,29.7452,-95.2333,10757
Bellmead,TX,Texas,31.6025,-97.0896,10744
Cleveland,TX,Texas,30.3374,-95.0931,10690
Bacliff,TX,Texas,29.5077,-94.988,10649
Fort Bliss,TX,Texas,31.8137,-106.4119,10602
Jacinto City,TX,Texas,29.7663,-95.241,10466
Burkburnett,TX,Texas,34.0746,-98.5672,10427
Vidor,TX,Texas,30.1291,-93.9967,10403
Bonham,TX,Texas,33.588,-96.1901,10250
Fair Oaks Ranch,TX,Texas,29.7468,-98.6375,10042
Helotes,TX,Texas,29.5693,-98.6956,9961
Vernon,TX,Texas,34.148,-99.3,9919
Sweetwater,TX,Texas,32.4693,-100.4092,9836
Cuero,TX,Texas,29.1024,-97.2871,9749
West Tawakoni,TX,Texas,32.8976,-96.0217,9679
Silsbee,TX,Texas,30.3456,-94.1764,9540
Lantana,TX,Texas,33.092,-97.1216,9536
Eidson Road,TX,Texas,28.6677,-100.4787,9531
Fort Stockton,TX,Texas,30.8926,-102.8844,9495
Roanoke,TX,Texas,33.0148,-97.2268,9388
Navasota,TX,Texas,30.3874,-96.0895,9386
Heath,TX,Texas,32.8444,-96.4679,9331
Commerce,TX,Texas,33.2421,-95.8991,9247
Brownfield,TX,Texas,33.1757,-102.273,9234
Fairview,TX,Texas,33.1399,-96.6116,9141
San Elizario,TX,Texas,31.5793,-106.2632,9089
Highland Park,TX,Texas,32.8311,-96.8012,9083
Woodway,TX,Texas,31.4988,-97.2314,9024
Aledo,TX,Texas,32.6973,-97.607,8909
Whitehouse,TX,Texas,32.2222,-95.2217,8905
Wharton,TX,Texas,29.3138,-96.1044,8765
Graham,TX,Texas,33.1017,-98.5778,8755
Kirby,TX,Texas,29.4611,-98.3861,8723
Kennedale,TX,Texas,32.6434,-97.2173,8645
Monahans,TX,Texas,31.6289,-103.0403,8639
Alamo Heights,TX,Texas,29.4828,-98.4682,8614
Lucas,TX,Texas,33.0942,-96.5803,8553
Perryton,TX,Texas,36.393,-100.7976,8510
Onalaska,TX,Texas,30.8209,-95.1111,8435
Aransas Pass,TX,Texas,27.8877,-97.1134,8388
Hillsboro,TX,Texas,32.0091,-97.1151,8347
West Livingston,TX,Texas,30.6957,-95.0097,8134
Hempstead,TX,Texas,30.1004,-96.0779,8107
Joshua,TX,Texas,32.458,-97.3849,8101
Dalhart,TX,Texas,36.0579,-102.5123,8086
Lake Dallas,TX,Texas,33.1277,-97.0234,8063
Richland Hills,TX,Texas,32.8095,-97.2273,7953
Hitchcock,TX,Texas,29.2945,-95.025,7914
Jersey Village,TX,Texas,29.8903,-95.5721,7890
Seminole,TX,Texas,32.7208,-102.6503,7871
Bridge City,TX,Texas,30.0298,-93.8406,7862
Los Fresnos,TX,Texas,26.075,-97.4877,7837
Aubrey,TX,Texas,33.2872,-96.9622,7806
Rio Bravo,TX,Texas,27.3648,-99.482,7797
Jasper,TX,Texas,30.9221,-93.9947,7750
River Oaks,TX,Texas,32.7767,-97.3984,7630
Floresville,TX,Texas,29.14,-98.163,7571
Sanger,TX,Texas,33.3716,-97.1677,7540
Highlands,TX,Texas,29.813,-95.0577,7432
Providence Village,TX,Texas,33.2363,-96.9611,7377
Kaufman,TX,Texas,32.5769,-96.316,7281
Lampasas,TX,Texas,31.064,-98.1824,7263
Crystal City,TX,Texas,28.6909,-99.8257,7255
La Feria,TX,Texas,26.1544,-97.8255,7230
Hornsby Bend,TX,Texas,30.245,-97.5833,7194
Elsa,TX,Texas,26.2978,-97.9936,7174
Gonzales,TX,Texas,29.5126,-97.4472,7158
Marble Falls,TX,Texas,30.5649,-98.2768,7099
Willis,TX,Texas,30.4314,-95.4832,7028
Prairie View,TX,Texas,30.085,-95.9897,6944
Decatur,TX,Texas,33.2262,-97.5876,6939
Hondo,TX,Texas,29.3531,-99.162,6889
Kingsland,TX,Texas,30.6651,-98.4545,6853
Sunnyvale,TX,Texas,32.7974,-96.5577,6841
Bee Cave,TX,Texas,30.3084,-97.9629,6841
Mexia,TX,Texas,31.6809,-96.4833,6792
Lacy-Lakeview,TX,Texas,31.6292,-97.1052,6721
Paloma Creek South,TX,Texas,33.21,-96.9327,6624
Kermit,TX,Texas,31.854,-103.0924,6613
Lago Vista,TX,Texas,30.4519,-97.9908,6604
Mont Belvieu,TX,Texas,29.8524,-94.8784,6574
Keene,TX,Texas,32.3955,-97.3226,6568
Homestead Meadows South,TX,Texas,31.811,-106.1643,6559
Camp Swift,TX,Texas,30.1885,-97.2933,6553
Lackland AFB,TX,Texas,29.3867,-98.6179,6454
Devine,TX,Texas,29.1457,-98.9049,6436
Liberty,TX,Texas,30.0379,-94.788,6435
Mila Doce,TX,Texas,26.223,-97.9601,6394
Rhome,TX,Texas,33.0647,-97.4779,6387
Gladewater,TX,Texas,32.5426,-94.9465,6341
White Oak,TX,Texas,32.5313,-94.8564,6322
Bridgeport,TX,Texas,33.21,-97.7708,6286
Iowa Park,TX,Texas,33.9622,-98.6819,6268
Murillo,TX,Texas,26.2642,-98.1233,6236
Cameron Park,TX,Texas,25.9705,-97.4775,6226
Savannah,TX,Texas,33.2257,-96.9082,6224
Kenedy,TX,Texas,28.8176,-97.8518,6223
Everman,TX,Texas,32.6296,-97.2827,6201
Carthage,TX,Texas,32.1526,-94.3368,6158
Pinehurst,TX,Texas,30.1889,-95.7017,6157
Scenic Oaks,TX,Texas,29.7038,-98.6713,6106
Alpine,TX,Texas,30.364,-103.665,6090
Carrizo Springs,TX,Texas,28.5266,-99.8589,6043
Pecan Plantation,TX,Texas,32.3628,-97.6554,5987
Sealy,TX,Texas,29.7676,-96.1679,5957
Fabens,TX,Texas,31.5136,-106.1521,5946
Progreso,TX,Texas,26.0962,-97.9566,5944
Sullivan City,TX,Texas,26.2752,-98.5644,5932
Woodcreek,TX,Texas,30.0266,-98.1115,5925
Mineola,TX,Texas,32.6461,-95.4775,5919
Nolanville,TX,Texas,31.0754,-97.609,5879
Windcrest,TX,Texas,29.5149,-98.3818,5876
Hutchins,TX,Texas,32.6421,-96.7093,5866
Willow Park,TX,Texas,32.7548,-97.6499,5842
Luling,TX,Texas,29.6814,-97.6468,5834
Burnet,TX,Texas,30.7496,-98.2383,5808
Crockett,TX,Texas,31.3177,-95.4564,5780
Palmview,TX,Texas,26.2303,-98.3791,5774
Granite Shoals,TX,Texas,30.5897,-98.3715,5774
Oak Point,TX,Texas,33.1803,-96.9911,5762
Sansom Park,TX,Texas,32.8028,-97.4021,5748
Yoakum,TX,Texas,29.2933,-97.1469,5744
Sinton,TX,Texas,28.0392,-97.5154,5738
Slaton,TX,Texas,33.4421,-101.6476,5713
Dripping Springs,TX,Texas,30.1954,-98.094,5708
Pecan Acres,TX,Texas,32.9703,-97.4727,5670
Homestead Meadows North,TX,Texas,31.8483,-106.1707,5665
Mathis,TX,Texas,28.0909,-97.817,5662
Edna,TX,Texas,28.9757,-96.6483,5648
